polling_unit_id,region,distance_to_warehouse_km,road_condition,security_risk_level,historical_incidents,weather_forecast,delivery_time_hours,staff_training_level,materials_delivered,delivery_delay_hours,risk_score,high_risk_flag
PU_6535,Kaduna,91.49458069673578,Good,Low,2,Clear,1.7882433274528429,High,1,2.457175799134088,27.984679838048287,0
PU_6536,Abuja,33.122872373988,Good,Medium,3,Storm,1.5503203945228587,Medium,1,1.7214990063169922,19.20682298427309,0
PU_6537,Rivers,76.55152430624945,Poor,Low,1,Clear,1.2889169929481596,High,1,7.982685506581111,34.284333121121556,0
PU_6538,Abuja,46.18128273154657,Fair,Low,1,Rain,0.94655284248081,Low,1,5.874889083493077,23.04859017154893,0
PU_6539,Rivers,73.91027135755022,Good,Low,2,Storm,2.289241930739444,Medium,0,13.715378766501315,41.35512242126201,1
PU_6540,Rivers,16.42252174599726,Poor,Medium,7,Clear,0.46664300216228133,High,1,8.283274873072,36.70941665880745,1
PU_6541,Kaduna,27.681139380261797,Good,Medium,2,Clear,0.7644452526512547,Low,1,6.405084632557761,23.143854824889004,0
PU_6542,Abuja,10.885924622730537,Poor,Low,1,Storm,0.5203968536093976,Medium,1,6.105188269462602,18.33496732874001,0
PU_6543,Abuja,86.64925416234252,Poor,Low,1,Clear,3.7744055091206494,Medium,1,1.1603104126552677,26.070316451451408,0
PU_6544,Lagos,30.333005789180433,Fair,Medium,0,Clear,0.9160532713620138,Medium,1,2.532040215843745,14.864661481601704,0
PU_6545,Abuja,69.75314671224967,Good,Medium,3,Clear,2.347640828585012,High,1,8.09160684285514,36.08803960673265,1
PU_6546,Lagos,82.20189857641128,Fair,Low,2,Clear,1.623824680701941,Medium,1,9.998478727301631,38.43809780623471,1
PU_6547,Kano,90.24040540155525,Poor,Low,3,Rain,3.094267529820339,Medium,1,8.148623226584807,41.27101592018826,1
PU_6548,Kano,11.523414415860064,Good,Low,0,Clear,0.3451342069853896,Low,0,16.633333485076896,29.254683110787358,0
PU_6549,Kano,89.40847841774864,Good,Low,2,Clear,1.528925153056755,High,0,21.582777002117325,56.25586118672572,1
PU_6550,Abuja,20.528024995341227,Poor,High,2,Rain,0.3808508240253257,High,1,4.428941424464037,24.7490171357643,0
PU_6551,Abuja,73.95329914750519,Fair,Medium,3,Clear,1.3949158781952566,Medium,1,4.292099864897278,32.22880962684695,0
PU_6552,Lagos,73.15605291709652,Good,Medium,1,Rain,1.3770386270422477,Medium,1,3.548338310443988,25.953718049085285,0
PU_6553,Rivers,1.8418110323544692,Poor,Medium,3,Clear,0.0404499169252955,High,1,1.3259060792452326,15.357221325338744,0
PU_6554,Lagos,22.84176692271517,Poor,Low,2,Rain,0.5534053810557337,Medium,1,7.2957850461321065,24.512030953741196,0
PU_6555,Kano,49.69894295182186,Good,Low,1,Clear,0.9348838905672302,Low,1,7.061774022334212,24.532449623865688,0
PU_6556,Lagos,42.58343595966493,Good,Low,3,Clear,1.255852080652663,Medium,1,8.46702215884828,29.21722043020541,0
PU_6557,Rivers,91.93877450857634,Fair,Medium,1,Clear,2.1833118417299806,High,1,8.531238444404114,38.18461256832144,1
PU_6558,Abuja,36.61434608074979,Good,Low,2,Rain,0.6681437725064828,Medium,1,7.66959609919615,24.827263364944184,0
PU_6559,Lagos,93.76138776876027,Good,Low,5,Clear,3.8711437148537104,High,1,1.892195491673141,33.59057079126177,0
PU_6560,Kano,46.483502520860576,Poor,Low,0,Clear,2.1938759214340555,Medium,0,9.573504928166466,28.656957896421815,0
PU_6561,Kano,96.47093676737641,Poor,Medium,2,Storm,1.7144313233965816,High,1,3.819511287843591,36.023454285240675,1
PU_6562,Abuja,73.99812619246126,Good,Low,1,Rain,1.5213560809071873,Medium,1,1.8859896487973915,21.62860971168834,0
PU_6563,Lagos,83.10412457158344,Fair,Low,3,Clear,1.934347702670535,High,1,4.9111155622988845,32.98749825776501,0
PU_6564,Rivers,11.382811946551099,Good,Medium,2,Clear,0.4452389793635966,Low,1,8.322447169072442,22.760233142918885,0
PU_6565,Abuja,59.02800189099441,Good,Medium,2,Rain,0.987337882989079,Medium,1,6.556252161038936,29.639978619757287,0
PU_6566,Lagos,15.12733562310573,Good,Low,1,Rain,0.4623663112011072,Medium,1,6.2216585595334495,16.357954963921323,0
PU_6567,Kaduna,30.464479203046434,Good,Low,1,Rain,1.3526276701415343,Medium,1,5.92992977948148,18.987790509831505,0
PU_6568,Kano,62.73297521055954,Fair,Medium,4,Clear,1.6828063149292052,Medium,1,7.382601192665059,36.6204968311095,1
PU_6569,Rivers,72.89634476469519,Poor,Low,1,Clear,3.2242663691190505,Low,1,2.8291832367102066,25.82304380800435,0
PU_6570,Rivers,4.879194419113833,Good,Medium,2,Clear,0.12126401286213263,Medium,1,2.8243483915979137,13.212361471219637,0
PU_6571,Rivers,53.5634293761641,Fair,Low,5,Clear,1.4643439995186256,Medium,0,17.813850870842,50.43346218149582,1
PU_6572,Kano,56.96608464269875,Good,Medium,2,Clear,1.1699378964652596,High,1,2.5025266632045327,23.14700692334655,0
PU_6573,Lagos,8.803971713909915,Fair,Medium,3,Clear,0.22438695806643325,Medium,1,9.694506679985707,27.302554362760546,0
PU_6574,Abuja,50.56811538587559,Good,Medium,4,Rain,1.063990742737397,Medium,1,5.162731199504657,29.857719876432107,0
PU_6575,Lagos,71.67038572493283,Good,Low,0,Clear,2.2521209763555268,Low,1,3.7550165719613537,21.966602002928596,0
PU_6576,Abuja,6.269501202677565,Good,Low,4,Clear,0.23509772959775893,Low,0,16.49886584210229,36.00219900368895,1
PU_6577,Rivers,76.26650985607225,Good,Low,4,Clear,1.6365951307352427,Medium,1,8.009415315022373,37.26742494374801,1
PU_6578,Lagos,58.066223985509545,Good,Low,1,Rain,1.1181128744169517,Low,0,22.756313177566618,49.74771456345184,1
PU_6579,Rivers,83.48949361890729,Good,High,3,Clear,2.299643327133712,Medium,0,15.94478952829565,53.615083016224936,1
PU_6580,Kaduna,22.588194712552923,Poor,Low,2,Storm,1.0944425779093119,Medium,1,1.6533469574707993,15.997659378716783,0
PU_6581,Rivers,83.49409473709872,Poor,Medium,2,Rain,2.4408261318351485,Medium,1,6.246650234377986,37.068794298986724,1
PU_6582,Rivers,10.36153655147933,Good,High,3,Clear,0.46560323181948077,High,1,3.9989864299397047,21.07078695520542,0
PU_6583,Abuja,40.979139948022464,Good,High,4,Rain,0.8040066007293827,Medium,1,7.72707535208572,34.786441017733075,1
PU_6584,Kaduna,20.748994360940202,Fair,Medium,0,Clear,0.9416529372725947,High,1,0.20704126650956112,9.460360771952383,0
PU_6585,Rivers,87.72606239679654,Poor,Low,1,Clear,3.4797834858538876,Medium,0,15.894757000643379,48.38734798032438,1
PU_6586,Rivers,70.78706181387561,Good,Low,2,Clear,1.7802798283931824,Medium,1,6.75240448782492,30.286019094512504,0
PU_6587,Kaduna,3.5108159389120903,Fair,Medium,2,Clear,0.09945056832639615,High,1,1.8737364824532854,12.512767911462346,0
PU_6588,Kaduna,1.9428122057816557,Good,Medium,0,Clear,0.03678184305791927,Medium,1,6.1507564080209,13.614697053187681,0
PU_6589,Lagos,29.833676193685303,Fair,Low,2,Clear,0.5617952312204944,Medium,0,15.6659500547767,36.46566032090211,1
PU_6590,Abuja,15.185028313775973,Good,Medium,0,Clear,0.5056159081661542,Low,1,9.042216026673703,20.600329702765748,0
PU_6591,Kaduna,63.40014327845938,Good,Low,2,Clear,1.1937367001590817,Medium,0,20.34180167627855,49.1927311701097,1
PU_6592,Kaduna,66.71589645437342,Good,Medium,4,Storm,2.779612071996216,Medium,1,8.661557979506163,38.33551626013393,1
PU_6593,Kano,94.25313946247537,Good,Medium,3,Clear,2.2478540813930517,Medium,1,2.177792345106041,32.11731641015414,0
PU_6594,Kaduna,95.25195253003824,Good,Low,3,Clear,3.1600818259520604,High,1,4.585519058024321,33.92866909304413,0
PU_6595,Abuja,66.23077383572321,Fair,Medium,1,Storm,1.1053954593929003,Medium,0,17.531569260982483,46.54350865861837,1
PU_6596,Rivers,1.5618361724181633,Fair,Medium,3,Rain,0.029712071420439884,Medium,1,5.008142833116979,18.8245814841591,0
PU_6597,Rivers,36.54079374039182,Fair,Low,3,Clear,1.2827907551784576,Medium,1,2.6968113817306483,20.353375820674337,0
PU_6598,Rivers,51.801009811479354,Good,Low,3,Clear,1.6433497384029339,Medium,1,0.3205088886382812,18.840965295253294,0
PU_6599,Rivers,50.418795894338125,Good,Medium,2,Clear,1.0545238723046146,Low,0,23.929675230376496,53.97827202443237,1
PU_6600,Kano,60.73072232072044,Poor,Low,4,Storm,1.0964540211740004,High,0,7.132290918712483,35.84458084221281,1
PU_6601,Kaduna,96.09459679767129,Good,High,2,Clear,2.253875103377976,Low,0,16.40992442485293,54.83380599681365,1
PU_6602,Rivers,88.63407650356022,Poor,Medium,2,Clear,1.9727669497855267,High,0,14.079676691510809,49.84633033797826,1
PU_6603,Lagos,11.781895311598339,Poor,Low,2,Clear,0.44735097100689647,Medium,1,2.959690534699806,15.795914864369376,0
PU_6604,Rivers,27.332058747945933,Good,Low,4,Storm,0.47023737888323613,Medium,1,3.8239860494688696,21.20239082379249,0
PU_6605,Kaduna,83.477832324544,Poor,Medium,3,Rain,1.5761565382220195,High,0,10.767694513170568,45.84710823466465,1
PU_6606,Rivers,82.60638397310149,Fair,Medium,0,Rain,2.5423378030088695,High,0,21.92359667874376,54.40667181273594,1
PU_6607,Kano,28.261701688045424,Fair,Low,1,Rain,1.2241344807092154,Medium,1,9.297010208750006,24.597855650734093,0
PU_6608,Abuja,73.32821503792583,Poor,Low,0,Rain,2.5862457918342323,High,1,1.0965261775930957,21.31043227397481,0
PU_6609,Abuja,67.53170049306787,Good,Medium,0,Clear,1.4161504920416337,Medium,1,7.120585392116948,28.187218186788996,0
PU_6610,Kaduna,47.87887253202619,Fair,Medium,2,Clear,1.164143167037113,Medium,1,8.160289988307547,30.81620948886656,0
PU_6611,Abuja,20.944040315223905,Fair,Low,3,Rain,0.8652946209879802,High,1,1.521478258747928,15.471025451166675,0
PU_6612,Abuja,88.97567490851453,Fair,Medium,3,Storm,2.275117980134723,High,1,6.997410266751261,39.2912503818298,1
PU_6613,Lagos,68.10726724637664,Fair,Medium,2,Clear,1.5209719038086869,Medium,1,1.9239564331455627,25.507388098993673,0
PU_6614,Kaduna,17.730299562959093,Good,Low,2,Clear,0.4042633043410594,High,0,15.938663419221541,33.45405504142413,0
PU_6615,Kaduna,70.77543213924523,Good,Low,3,Clear,1.419621803650947,Medium,1,7.360604842756779,33.195993691984214,0
PU_6616,Abuja,74.401938238121,Poor,Medium,4,Clear,1.9661023155567003,Medium,1,9.035141127944987,43.433099339541684,1
PU_6617,Abuja,88.80114822698303,Good,Low,4,Clear,1.943068024860879,High,1,3.8053012160535724,33.46818146947697,0
PU_6618,Abuja,23.06108626895156,Good,Low,2,Clear,0.6075234996151858,High,1,0.6666121209161902,11.612135435164598,0
PU_6619,Kano,98.88665643592725,Good,Medium,1,Clear,2.0626809534869217,Medium,0,9.734276291641468,40.37874572464765,1
PU_6620,Rivers,16.185948830165202,Good,Low,1,Rain,0.2772413245844713,Low,1,8.381606553548064,19.809599596355135,0
PU_6621,Kano,60.46820029409872,Good,Medium,1,Rain,1.9533636364610132,Medium,1,0.2996394241686773,18.54309919507276,0
PU_6622,Kaduna,66.06047402207437,Good,Low,1,Clear,1.286790210238246,Medium,1,0.4899919383263762,17.94708271190444,0
PU_6623,Lagos,42.476336631320194,Good,Low,0,Clear,0.837760264002886,Medium,1,5.4932954817359505,18.73521054886797,0
PU_6624,Rivers,48.02873316826827,Poor,Low,1,Clear,1.1981587435838628,Medium,0,23.585273493779198,51.98365687432245,1
PU_6625,Lagos,89.2000995754916,Fair,High,0,Clear,2.19365982013065,Medium,1,0.48623028847549765,26.569365347811566,0
PU_6626,Kaduna,64.88214873688074,Fair,Low,2,Clear,2.7450317199754446,Medium,1,8.83687520650531,33.23174255713411,0
PU_6627,Kaduna,50.20309486523394,Good,Medium,2,Storm,1.33491602080242,Medium,1,9.07130895225662,31.64758240143172,0
PU_6628,Lagos,13.706606680918945,Poor,Low,3,Rain,0.2369346251612016,Medium,1,1.015923826566778,15.265207076033956,0
PU_6629,Lagos,1.7264248970903289,Fair,High,2,Rain,0.03436825529797771,High,0,16.04438034985405,36.41185550419914,1
PU_6630,Lagos,13.371893197031513,Good,Low,3,Clear,0.4129954816163107,Low,1,7.589326266281419,22.058368038828434,0
PU_6631,Kaduna,95.66227218017403,Good,Low,0,Rain,3.582686233089169,Medium,1,8.73190154097273,34.2303067474939,0
PU_6632,Abuja,76.64459151614174,Poor,Low,1,Clear,2.790709432134752,High,1,6.04211897079797,31.392096759425304,0
PU_6633,Lagos,96.74451642351453,Fair,Medium,1,Rain,3.829259413178291,Medium,1,0.3983237533141515,26.946388914674134,0
PU_6634,Rivers,4.535162261109014,Poor,Medium,1,Rain,0.07944170657251545,Low,1,9.050382572334993,23.482606310724293,0
PU_6635,Kaduna,68.34181998200529,Good,High,3,Rain,1.4579808022811156,Medium,1,4.008439154015245,32.68102272742392,0
PU_6636,Kano,5.385059113938381,Poor,Low,2,Clear,0.1049403900220014,Medium,1,9.148413053543962,23.799631403103618,0
PU_6637,Kano,78.42359041801349,Good,Medium,0,Clear,3.063913008392644,Medium,0,7.299640957430832,30.634179519748947,0
PU_6638,Rivers,38.714067100784234,Good,Low,3,Clear,0.818695614790468,High,1,6.019486756923107,24.772043555541508,0
PU_6639,Abuja,10.480770650542988,Good,Medium,3,Clear,0.2004333408975864,High,1,4.937545478707975,19.50247234817056,0
PU_6640,Lagos,57.23661753696401,Good,Low,0,Clear,2.4908700794268883,Medium,0,9.844615644016223,28.214246973417136,0
PU_6641,Kaduna,28.73189946353742,Fair,Medium,2,Rain,0.6265152773728555,Medium,0,14.330741244706365,36.242491759767034,1
PU_6642,Lagos,66.29782024531004,Poor,High,1,Storm,1.3281062634311374,Low,1,0.18855896236588898,25.54240249261084,0
PU_6643,Kaduna,66.15930119186524,Poor,Low,3,Clear,2.2895679059444105,High,1,3.2311718950849464,29.078618081000467,0
PU_6644,Kano,70.79573993795452,Fair,Medium,4,Clear,2.5867192284028055,High,1,3.6176624145199323,32.5856416093708,0
PU_6645,Lagos,99.25404279899814,Fair,Medium,1,Clear,2.4782963304582557,Medium,1,6.944541613085472,37.26762097942784,1
PU_6646,Rivers,39.28307328479313,Poor,Medium,4,Clear,0.8717972737330004,Medium,0,18.54198545737528,50.66959284302155,1
PU_6647,Abuja,47.06623197402499,Fair,Medium,1,Clear,1.5278830354902022,High,1,8.928394273369996,29.80583780485999,0
PU_6648,Rivers,80.65655840150875,Poor,Low,2,Rain,1.7217369526130306,Low,1,1.1067153458990808,26.79138469915037,0
PU_6649,Abuja,58.25863227916665,Poor,Low,4,Clear,1.1021040245857558,Medium,1,8.634638987603754,37.60368493723896,1
PU_6650,Lagos,4.688463858092164,Good,Medium,3,Clear,0.07901123822748121,Low,1,1.052134992840753,12.515895260879564,0
PU_6651,Lagos,84.4647735057258,Good,Low,4,Clear,1.7470533418001415,High,1,9.368728854781715,40.94604798331773,1
PU_6652,Abuja,6.098369511866056,Good,Low,3,Clear,0.11273881653807662,High,1,0.1390105747653514,9.428189764521239,0
PU_6653,Kano,17.911193512686644,Poor,Low,0,Clear,0.6166089137807714,Medium,1,5.280787348634601,16.50341972548923,0
PU_6654,Kaduna,11.105916730444532,Poor,Medium,3,Clear,0.3905794085679898,Medium,1,2.17555440629857,18.48451495553676,0
PU_6655,Rivers,8.714786155230899,Fair,Medium,1,Rain,0.14956320419293934,Medium,1,5.728111584356007,17.33512460758019,0
PU_6656,Rivers,3.5428026551663097,Good,Medium,2,Storm,0.07266694803395435,High,1,1.9333568856312044,11.608595859480069,0
PU_6657,Rivers,6.447743683264371,Good,Medium,1,Clear,0.262013085896363,High,0,20.000938019827288,37.29095576639381,1
PU_6658,Lagos,44.80147972870219,Poor,Medium,2,Clear,1.2116617204825983,Medium,1,2.972833742717358,24.419546559816474,0
PU_6659,Rivers,26.032374728278775,Good,Medium,0,Clear,0.6134230500174169,Low,1,4.568742789675299,16.059589130168703,0
PU_6660,Kaduna,13.527151458463056,Fair,Medium,1,Clear,0.4652688773512228,Low,1,3.976910058950266,15.67079538011801,0
PU_6661,Kaduna,66.21184872992607,Poor,Low,2,Clear,1.9877572810131723,Medium,1,0.5813100349185873,23.114334798363096,0
PU_6662,Abuja,23.385079152791594,Poor,Low,2,Rain,0.568747647369287,High,1,2.5700508024059667,17.53209203416727,0
PU_6663,Lagos,2.875966379136136,Fair,Medium,3,Storm,0.06452803901388446,Medium,1,1.4780273271331812,13.792234266527,0
PU_6664,Kaduna,42.42355859296544,Good,Low,3,Clear,1.8670683890665736,Low,1,8.435345304039167,29.137729674651837,0
PU_6665,Kano,31.732866205852204,Fair,Medium,1,Storm,1.1551654005763088,Medium,1,5.4389009609503844,21.50492468259602,0
PU_6666,Lagos,32.54183870330279,Good,Medium,4,Clear,0.8199340412862537,High,1,7.555783430106642,29.84204288582052,0
PU_6667,Lagos,45.08173278997459,Fair,Medium,3,Clear,1.7565717962502831,High,1,8.160346261613949,32.25686595041584,0
PU_6668,Kaduna,67.22247879619349,Good,Low,1,Clear,2.731748581525822,High,1,4.997556597891645,24.940830656076166,0
PU_6669,Kano,62.031432883761404,Poor,Medium,1,Rain,1.8202512534572723,Medium,1,6.786291221240313,31.58572340861275,0
PU_6670,Abuja,93.78889936909867,Poor,Low,3,Clear,2.645859376833637,Medium,1,5.62693769784861,38.19818642059265,1
PU_6671,Kaduna,52.25394996394962,Poor,Low,1,Clear,1.3707292621146874,Medium,1,9.015214615446535,30.97361191595973,0
PU_6672,Kano,47.784421062782144,Good,Medium,3,Rain,1.4810869617231646,Medium,1,0.01559467740122833,19.58027622865827,0
PU_6673,Lagos,22.1280290864728,Fair,Low,2,Rain,0.6295242348709195,High,0,20.698238395239745,42.47296341015418,1
PU_6674,Kano,75.78274759596752,Good,Low,1,Clear,2.04189539297634,Low,1,0.04956523315287065,19.23089736892281,0
PU_6675,Lagos,14.936801845214188,Good,Low,5,Clear,0.3082603961700425,Medium,1,9.275141478771129,28.90007258719953,0
PU_6676,Kaduna,49.622156092227925,Good,Low,2,Clear,1.023760908176119,High,1,5.528584351749123,24.217307746069267,0
PU_6677,Kaduna,42.710897640357,Fair,Low,4,Clear,1.6128267793259405,Medium,1,1.9694321336382403,22.49632772852876,0
PU_6678,Rivers,66.17178696203592,Good,Low,1,Clear,2.0949261555052177,High,1,1.5326338451916988,19.533308160194732,0
PU_6679,Rivers,91.84452552570923,Good,Low,0,Clear,2.4019880397365485,Medium,0,7.083058957099022,30.99349354079038,0
PU_6680,Rivers,94.71296355832402,Fair,Medium,2,Clear,2.746352892750609,Medium,1,5.436103426820131,36.096747851895,1
PU_6681,Kaduna,17.61212744915268,Good,High,2,Storm,0.7521709319790302,Low,1,1.6690875746891465,17.026056851864254,0
PU_6682,Abuja,26.91990460845064,Good,Low,2,Clear,0.4925589604799184,Medium,1,9.526151270161613,25.673207826932547,0
PU_6683,Kaduna,81.35189667650596,Fair,Low,6,Clear,1.4067438447833933,Medium,1,8.526808177987851,44.06059160228297,1
PU_6684,Kano,52.30969648247009,Fair,Low,1,Clear,1.0457998342576058,Medium,1,7.265553146253558,26.360269015874355,0
PU_6685,Kaduna,45.85042226721745,Fair,Low,0,Clear,0.7685989909289287,High,1,3.137595606963072,16.8764778638881,0
PU_6686,Kaduna,71.35191978568987,Good,Low,1,Clear,1.652018621657484,High,1,0.5126481098113156,19.039356121854947,0
PU_6687,Lagos,60.59057030809021,Good,Low,2,Clear,1.1484696341748888,High,1,5.938720326446934,27.026194551288448,0
PU_6688,Lagos,97.10069138771213,Good,Low,0,Storm,3.7355390759050477,Medium,1,2.616072341998281,25.34424679053985,0
PU_6689,Lagos,58.81349057653843,Good,Low,4,Clear,1.364008574783723,High,1,6.6995433838455,31.812013191075934,0
PU_6690,Kaduna,47.131408808378076,Good,Low,0,Clear,1.854182478542635,High,1,7.118372142378977,22.10383997524408,0
PU_6691,Abuja,54.73891884573939,Poor,Low,3,Clear,1.0582214720353846,Medium,1,6.144804039854509,31.16498982892964,0
PU_6692,Kano,81.04544185300036,Good,Low,3,Storm,3.1889215095359456,Medium,0,5.008999188965738,31.72258715404868,0
PU_6693,Kano,61.65483062173686,Good,Medium,5,Clear,1.5148303441375295,High,1,5.417257689190387,34.45685265813295,1
PU_6694,Abuja,65.05776104728506,Good,Low,5,Clear,1.231671892578758,Medium,1,1.3953396036542498,27.104561614938387,0
PU_6695,Abuja,97.1724491236226,Good,Low,0,Clear,1.8559473176560872,High,1,8.524840484510536,34.22175055149033,0
PU_6696,Kano,62.22115295812028,Good,Low,4,Clear,1.7631824182427855,Medium,0,19.686672323141917,51.97423907633693,1
PU_6697,Rivers,38.64823958511944,Good,Low,3,Clear,1.2386236340686279,Medium,1,2.874551125056178,20.041474604608155,0
PU_6698,Lagos,69.44127667426686,Good,Medium,2,Clear,1.4164300441766267,Low,0,12.036844477082324,39.94352205047686,1
PU_6699,Lagos,66.28648030075382,Poor,High,1,Rain,2.215471299942639,Medium,1,6.847528976351171,35.52858952467752,1
PU_6700,Kano,2.3709159151318087,Poor,Low,1,Rain,0.06910057058911505,High,1,1.2929011435670446,9.413534898376929,0
PU_6701,Abuja,47.265600381797476,Fair,Low,0,Clear,1.0945647377679615,Medium,1,2.145434372459879,15.671271635049314,0
PU_6702,Rivers,74.54745668535753,Good,High,0,Clear,3.483844134812274,Medium,1,1.3381171587405105,23.916667075182275,0
PU_6703,Kano,50.405104314391764,Good,Low,4,Clear,1.4211618448041152,Low,1,5.384554249472523,28.15785223708714,0
PU_6704,Lagos,78.18249245760354,Fair,Low,2,Clear,1.4948288614450427,Medium,1,5.467593993961567,30.837889482463062,0
PU_6705,Kaduna,45.637485946333825,Good,Low,2,Clear,1.621305996614252,Medium,1,7.037733916509552,25.684098064031094,0
PU_6706,Abuja,98.34883816608634,Fair,Low,0,Storm,2.006935705712721,Low,1,4.2772235755273025,29.08560299650822,0
PU_6707,Kaduna,29.99626733118498,Fair,Low,2,Rain,0.5883797751799881,Medium,1,4.540122253872502,19.80943684704575,0
PU_6708,Kano,10.12013820646128,Fair,Low,2,Clear,0.4506933692039209,Medium,0,11.153234949302,25.753880065245255,0
PU_6709,Lagos,43.57116831425564,Good,Medium,1,Rain,1.8530474475302185,Medium,1,4.5381458857492385,21.521452491474985,0
PU_6710,Rivers,54.62919346251798,Good,Medium,1,Clear,1.1213173933068536,High,1,0.7427180427572977,18.039915756639544,0
PU_6711,Kaduna,35.56027943656369,Fair,High,3,Clear,0.7606363816038704,Medium,1,7.825494819886969,32.85029811714319,0
PU_6712,Rivers,24.98583485167794,Fair,Low,3,Rain,0.4455449622393628,Medium,1,3.3398723657354057,19.006975518938695,0
PU_6713,Lagos,67.53381044716342,Fair,Medium,0,Clear,1.7651766970632055,Low,1,4.388090564496685,25.08889793617771,0
PU_6714,Kaduna,38.33538488576896,Good,Low,4,Clear,0.7517802444139413,Medium,0,7.953942654765825,29.59799095930253,0
PU_6715,Rivers,63.505484380963054,Fair,Low,1,Clear,1.2479376830184932,Medium,1,2.1960503847003943,20.995172453243203,0
PU_6716,Rivers,78.1280734112788,Poor,Low,1,Clear,1.8633118224868628,Low,1,5.4551742692507785,30.80837608613193,0
PU_6717,Kaduna,76.33926014824235,Fair,Low,2,Clear,2.9119958389588723,Low,1,8.390411124912418,34.853468717017094,1
PU_6718,Lagos,38.155621752933435,Good,Medium,2,Clear,0.6811698463950907,Medium,1,5.769822492391831,24.285858089174432,0
PU_6719,Rivers,57.221924666067295,Fair,Low,2,Clear,1.4168263456572028,High,0,20.429593026226478,49.088774472553176,1
PU_6720,Kano,45.516164219831495,Fair,Medium,1,Clear,2.0266809627781535,Medium,1,6.007203269492596,25.11403774820519,0
PU_6721,Kaduna,87.20972001825636,Poor,Medium,2,Rain,2.562479812186612,High,1,4.688140423360893,35.47415463869261,1
PU_6722,Abuja,87.99708950019992,Fair,Low,0,Rain,3.22418464535234,Low,1,5.655603479056013,29.082823118624006,0
PU_6723,Abuja,35.03041670591564,Fair,Low,1,Rain,0.6428389426622365,Medium,0,5.901202031456304,20.857886388367582,0
PU_6724,Lagos,10.082007339994341,Fair,Low,2,Clear,0.3248769620456021,Medium,1,7.929295230123934,20.91034431318477,0
PU_6725,Kano,17.59066584907793,Good,Medium,4,Clear,0.34011370682853964,Low,1,2.9435157251976762,19.9334067576121,0
PU_6726,Rivers,37.33317247095749,Good,Low,3,Clear,0.6507896464448811,Low,1,3.109679433053355,20.131153643771533,0
PU_6727,Abuja,56.860745521536074,Good,Low,1,Clear,0.9761950057346344,Low,1,0.508163838743142,16.134394862421928,0
PU_6728,Lagos,66.0219140854785,Good,Low,2,Rain,2.081776297269056,High,1,3.7077171713536607,24.765958574126188,0
PU_6729,Kano,33.80573358231402,Fair,Low,1,Clear,0.7252820895858941,Medium,1,5.18000256883094,19.53115056970921,0
PU_6730,Kano,67.08241284277459,Good,Medium,2,Rain,1.6316104985524011,High,1,7.564485646064155,32.76321103765115,0
PU_6731,Lagos,93.83625838370185,Good,Low,1,Clear,1.5958575723241184,Medium,1,7.4542026236768235,33.9485556122556,0
PU_6732,Lagos,65.5493985897261,Good,Medium,4,Clear,1.2991034294693056,Medium,1,8.522602481154541,37.89378343967703,1
PU_6733,Rivers,16.697957714990775,Good,Low,4,Rain,0.7610523930011949,Medium,1,3.333058196199199,18.339178837296956,0
PU_6734,Lagos,58.38722238478513,Fair,Medium,1,Clear,1.0578963214222754,Low,0,6.5802836724252245,28.547869985594865,0
PU_6735,Rivers,54.647656159931294,Fair,Low,2,Clear,0.9770048229126466,Medium,1,0.006923270537624315,17.939916137792697,0
PU_6736,Rivers,87.19931097894364,Poor,Low,3,Clear,2.8958532817022484,Low,0,10.369306107639462,43.993821357247924,1
PU_6737,Kaduna,35.68000246608446,Good,Low,3,Clear,0.680510510451379,High,1,4.321915074837312,21.61887310547286,0
PU_6738,Kano,42.871615395611315,Good,Medium,1,Rain,0.7182773645030832,High,0,10.080416193755905,29.69494736975612,0
PU_6739,Kano,60.26724649316287,Poor,Low,2,Rain,1.5802013383001672,High,1,0.07503298865970898,21.16599878162214,0
PU_6740,Kano,52.91810586246052,Good,Low,0,Clear,1.0949758519774198,High,1,5.577554265614536,20.949952570913908,0
PU_6741,Kaduna,72.18264264811225,Fair,Low,3,Clear,1.5224073964626024,Medium,1,3.8173679532415363,29.162580459484754,0
PU_6742,Rivers,4.998510100337086,Fair,Low,2,Clear,0.16687662880799123,Medium,1,8.386655373315744,20.57968508004103,0
PU_6743,Rivers,56.78808590148902,Good,High,7,Clear,1.6020404109782826,High,0,19.055211083480096,60.94043380551795,1
PU_6744,Lagos,13.04551740738365,Fair,Low,2,Clear,0.46936344405003344,High,0,22.175306695355196,42.87206352450952,1
PU_6745,Kaduna,32.20569025945241,Good,High,1,Rain,1.0543774364071652,Low,0,16.562722218072153,40.28522137899871,1
PU_6746,Lagos,66.50105929170664,Poor,Low,1,Clear,1.8351480320337896,Medium,1,0.7421450442991329,21.413429424790028,0
PU_6747,Kaduna,16.58400585862559,Good,Medium,0,Rain,0.5546965335469728,Medium,0,13.171758441664341,27.07443883422163,0
PU_6748,Lagos,31.575341714958256,Good,Low,0,Rain,0.600397751812841,High,1,3.4742697757355834,13.526473006595026,0
PU_6749,Abuja,70.59764180069588,Fair,Low,1,Clear,2.716837372991194,High,1,4.500937555241027,25.87093469300072,0
PU_6750,Kano,65.42971901015656,Good,Low,2,Clear,1.6539888081874496,High,1,8.775418301657613,32.24907125451773,0
